[Command: python -u '/Users/litchein/Documents/Python codes/nestedgenes_chr_half.py']
W05H12.4 is nested in W05H12.2
R06C1.7 is nested in R06C1.6
C31H5.11 is nested in acr-19,C31H5.3
F55C7.9 is nested in unc-73,F55C7.7
F55C7.2 is nested in unc-73,F55C7.7
F15C11.4 is nested in sem-4,F15C11.1
21ur-13804,C34G6.8 is nested in hpo-27,C34G6.1
T20F10.10 is nested in ZC247.1
F55A12.11 is nested in apm-1,F55A12.7
T06A4.4 is nested in T06A4.1
T06A4.5 is nested in T06A4.1
VF15C11L.1 is nested in pdi-3,H06O01.1
VF15C11L.2 is nested in pdi-3,H06O01.1
21ur-9108,M01E11.8 is nested in tns-1,M01E11.7
C32E12.1 is nested in C32E12.4
mir-2218.1,W09G3.10 is nested in W09G3.8
D1081.17 is nested in unc-120,D1081.2
21ur-13800,C17H1.22 is nested in pals-5,C17H1.6
C45G3.6 is nested in lim-9,F25H5.1
mir-4926,C27A12.13 is nested in C27A12.6
T02G6.12 is nested in T02G6.2
F52F12.12 is nested in ztf-11,F52F12.6
F52F12.11 is nested in ztf-11,F52F12.6
Y105E8A.47 is nested in bbs-1,Y105E8A.5
C36F7.13 is nested in rig-5,C36F7.4
21ur-13288,Y47H9B.3 is nested in Y47H9B.2
col-48,Y54E10BL.2 is nested in mek-2,Y54E10BL.6
F49D11.13 is nested in F49D11.10
F49D11.12 is nested in F49D11.10
F54D7.9 is nested in M04F3.5
F54D7.8 is nested in M04F3.5
C34B2.13 is nested in C34B2.3
Y105E8A.49 is nested in bbs-1,Y105E8A.5
anr-45,K03E5.8 is nested in cdk-2,K03E5.3
mir-8187,Y105E8A.51 is nested in ech-7,Y105E8A.4
F31C3.15 is nested in rrn-1.1,F31C3.7
C37A2.t1 is nested in cye-1,C37A2.4
Y67A6A.3 is nested in F35C12.3
Y71A12B.27 is nested in trp-4,Y71A12B.4
Y71A12B.29 is nested in trp-4,Y71A12B.4
T28F4.7 is nested in T28F4.1
K02B12.9 is nested in K02B12.5
K02B12.6 is nested in K02B12.5
K02B12.12 is nested in K02B12.6
F36D1.20 is nested in sre-22,F36D1.2
W09C5.14 is nested in dkf-1,W09C5.5
Y53C10A.19 is nested in rga-2,Y53C10A.4
Y52B11A.14 is nested in Y52B11A.19
F31C3.17 is nested in F31C3.3
21ur-15385,F55C7.8 is nested in unc-73,F55C7.7
F26E4.16 is nested in cco-1,F26E4.9
21ur-14742,T10E9.10 is nested in acdh-4,T10E9.9
toe-4,W02A11.3 is nested in vps-25,W02A11.2
F47G6.6 is nested in spe-15,F47G6.4
Y71G12B.41 is nested in Y71G12B.44
abf-1,C50F2.9 is nested in C50F2.2
Y37F4.10 is nested in Y37F4.8
F48C1.14 is nested in F48C1.8
T22A3.11 is nested in set-18,T22A3.4
mir-4916,T09B4.20 is nested in T09B4.2
C45E1.8 is nested in C45E1.4
C12C8.6 is nested in mir-79,C12C8.4
Y37F4.13 is nested in Y37F4.3
F14B4.4 is nested in F14B4.1
Y37F4.14 is nested in Y37F4.8
Y71G12B.37 is nested in Y71G12B.31
C15A11.10 is nested in sol-1,C15A11.3
C54G6.7 is nested in C54G6.3
F40E3.6 is nested in F40E3.5
F40E3.8 is nested in F40E3.5
21ur-14108,C54G4.10 is nested in C54G4.4
C54G6.6 is nested in C54G6.3
C27C12.9 is nested in dmd-4,C27C12.6
C47D2.5 is nested in C17H11.6
C47D2.4 is nested in C17H11.6
F08F1.t1 is nested in F08F1.19
F08F1.19 is nested in tag-123,F08F1.7
F08F1.t2 is nested in F08F1.14
F08F1.14 is nested in spp-13,F08F1.6
F08F1.12 is nested in F08F1.11
F08F1.13 is nested in tag-123,F08F1.7
F08F1.11 is nested in kin-9,F08F1.1
21ur-15048,C02F12.12 is nested in tag-278,C02F12.7
21ur-14380,C02F12.11 is nested in tag-278,C02F12.7
C15B12.11 is nested in gar-1,C15B12.5
21ur-15152,T23F2.6 is nested in T23F2.2
Y34B4A.t1 is nested in vps-41,F32A6.3
H06A10.t1 is nested in H06A10.3
C25B8.11 is nested in C25B8.8
C01C4.5 is nested in C02F12.9
C02F12.t1 is nested in C01C4.5
R160.9 is nested in lst-2,R160.7
K09C8.9 is nested in lge-1,K09C8.4
R03A10.13 is nested in R03A10.5
flp-2,W07E11.3 is nested in W07E11.1
M03F4.11 is nested in tyra-3,M03F4.3
M03F4.10 is nested in ZC8.6
M03F4.13 is nested in calu-1,M03F4.7
M03F4.12 is nested in calu-1,M03F4.7
C18B12.13 is nested in seb-3,C18B12.2
C18B12.15 is nested in dsc-1,C18B12.3
C03H12.2 is nested in C03H12.1
C03H12.3 is nested in C03H12.1
ZK662.8 is nested in C03H12.1
ZK662.9 is nested in C03H12.1
F42D1.6 is nested in unc-3,Y16B4A.1
F40E10.10 is nested in F40E10.8
kqt-2,M60.5 is nested in endu-2,M60.2
arrd-28,F21A10.4 is nested in myrf-2,F21A10.2
C52B9.15 is nested in paf-2,C52B9.7
C52B9.13 is nested in paf-2,C52B9.7
C52B9.17 is nested in paf-2,C52B9.7
C52B9.14 is nested in paf-2,C52B9.7
T08A9.t1 is nested in T08A9.15
T06F4.19 is nested in T06F4.3
21ur-8856,T21E8.8 is nested in pgp-8,T21E8.3
F34H10.t1 is nested in F34H10.7
C03F11.6 is nested in kcnl-3,C03F11.1
C54D2.8 is nested in cca-1,C54D2.5
anr-24,Y40A1A.4 is nested in Y40A1A.3
21ur-11576,K09A11.6 is nested in phf-33,K09A11.5
R09A8.8 is nested in R09A8.7
R09A8.7 is nested in tag-147,R09A8.3
R09A8.6 is nested in tag-147,R09A8.3
B0344.3 is nested in wrt-9,B0344.2
B0344.4 is nested in wrt-9,B0344.2
B0344.5 is nested in wrt-9,B0344.2
B0344.t1 is nested in wrt-9,B0344.2
B0344.t3 is nested in wrt-9,B0344.2
B0344.t2 is nested in wrt-9,B0344.2
C33D12.17 is nested in ceh-31,C33D12.1
C16B8.10 is nested in C16B8.2
C34H3.17 is nested in tag-275,C34H3.1
21ur-13150,K09C8.10 is nested in pxn-2,K09C8.5
C03A3.6 is nested in ifa-1,F38B2.1
R04E5.15 is nested in chup-1,ZK721.1
R04E5.t3 is nested in R04E5.14
R04E5.17 is nested in R04E5.7
R04E5.t6 is nested in R04E5.17
R04E5.t4 is nested in R04E5.16
C34E11.t1 is nested in C34E11.2
C16E9.24 is nested in C16E9.2
C16E9.7 is nested in inx-1,C16E9.4
C16E9.9 is nested in inx-1,C16E9.4
T10A3.4 is nested in grd-7,F46H5.6
T10A3.3 is nested in grd-7,F46H5.6
F46H5.10 is nested in grd-7,F46H5.6
F18G5.9 is nested in pes-8,F18G5.2
F26A10.10 is nested in F26A10.19
C23F12.8 is nested in fln-2,C23F12.1
C23F12.7 is nested in fln-2,C23F12.1
C23F12.6 is nested in fln-2,C23F12.1
21ur-14416,C23F12.5 is nested in C23F12.3
cept-1,F22E10.5 is nested in nhr-27,F16H9.2
21ur-12394,T24C2.6 is nested in fbxa-81,T24C2.4
F15G9.t2 is nested in him-4,F15G9.4
F15G9.t1 is nested in him-4,F15G9.4
pgp-14,F22E10.3 is nested in nhr-27,F16H9.2
M02D8.10 is nested in zig-12,M02D8.1
C45B2.17 is nested in ggr-2,C45B2.4
C45B2.15 is nested in ggr-2,C45B2.4
C45B2.14 is nested in ggr-2,C45B2.4
C45B2.11 is nested in ggr-2,C45B2.4
F13B9.10 is nested in cutl-29,F13B9.6
R08B4.8 is nested in alr-1,R08B4.2
R08B4.7 is nested in alr-1,R08B4.2
let-4,C44H4.2 is nested in C44H4.4
F38B6.20 is nested in F38B6.6
F38B6.23 is nested in F38B6.6
F38B6.22 is nested in F38B6.12
F38B6.24 is nested in F38B6.6
W03G11.7 is nested in W03G11.4
W03G11.9 is nested in W03G11.4
W03G11.8 is nested in W03G11.4
W03G11.20 is nested in W03G11.4
W03G11.21 is nested in W03G11.4
W03G11.13 is nested in W03G11.4
W03G11.12 is nested in W03G11.4
W03G11.11 is nested in W03G11.4
W03G11.10 is nested in W03G11.4
W03G11.17 is nested in W03G11.4
W03G11.16 is nested in W03G11.4
W03G11.15 is nested in W03G11.4
W03G11.14 is nested in W03G11.4
W03G11.18 is nested in W03G11.4
W03G11.19 is nested in W03G11.4
W03G11.6 is nested in W03G11.4
mir-233,W03G11.5 is nested in W03G11.4
C25F6.26 is nested in dlg-1,C25F6.2
F41C6.8 is nested in unc-6,F41C6.1
F41C6.11 is nested in unc-6,F41C6.1
F41C6.13 is nested in unc-6,F41C6.1
F41C6.12 is nested in unc-6,F41C6.1
F41C6.14 is nested in unc-6,F41C6.1
C15H9.11 is nested in C15H9.4
ZK867.16 is nested in syd-9,ZK867.1
ZK867.14 is nested in syd-9,ZK867.1
ZK867.10 is nested in ZK867.13
ZK867.13 is nested in ZK867.2
F32A6.8 is nested in ags-3,F32A6.4
21ur-14934,F32A6.6 is nested in ags-3,F32A6.4
21ur-15500,F22A3.8 is nested in glr-8,F22A3.3
T01B10.10 is nested in T01B10.9
T25C12.8 is nested in T25C12.9
ZC449.t1 is nested in ZC449.10
ZC449.10 is nested in ZC449.2
F46C3.8 is nested in hum-4,F46C3.3
Y15E3A.10 is nested in nhr-91,Y15E3A.1
C03B1.16 is nested in C03B1.2
sup-7,C03B1.t1 is nested in C03B1.2
C44E12.6 is nested in twk-17,C44E12.3
C44E12.4 is nested in twk-17,C44E12.3
F22A3.14 is nested in ets-4,F22A3.1
F22A3.15 is nested in ets-4,F22A3.1
F39B3.5 is nested in F39B3.6
F38E9.10 is nested in nas-39,F38E9.2
R11B5.11 is nested in tbc-12,R11B5.1
R11B5.12 is nested in tbc-12,R11B5.1
R11B5.t3 is nested in tbc-12,R11B5.1
R11B5.t2 is nested in tbc-12,R11B5.1
R11B5.t1 is nested in tbc-12,R11B5.1
R11B5.8 is nested in tbc-12,R11B5.1
R11B5.3 is nested in tbc-12,R11B5.1
C05E7.t3 is nested in C05E7.1
F35C8.10 is nested in chtl-1,F35C8.7
C40H5.t1 is nested in C40H5.13
C53C9.4 is nested in kvs-1,C53C9.3
C53C9.5 is nested in kvs-1,C53C9.3
Y7A5A.t4 is nested in Y7A5A.14
C16E9.20 is nested in inx-1,C16E9.4
C16E9.27 is nested in inx-1,C16E9.4
C16E9.12 is nested in inx-1,C16E9.4
C16E9.18 is nested in inx-1,C16E9.4
C16E9.14 is nested in inx-1,C16E9.4
C16E9.17 is nested in inx-1,C16E9.4
C16E9.13 is nested in inx-1,C16E9.4
C05E11.17 is nested in ham-2,C07A12.1
C05E11.14 is nested in ham-2,C07A12.1
C05E11.12 is nested in ham-2,C07A12.1
C05E11.11 is nested in ham-2,C07A12.1
C05E11.10 is nested in ham-2,C07A12.1
C40C9.15 is nested in acr-9,C40C9.2
C40C9.16 is nested in acr-9,C40C9.2
C43H6.11 is nested in glr-7,C43H6.9
C43H6.10 is nested in glr-7,C43H6.9
C11G10.13 is nested in unc-7,R07D5.1
C11G10.t1 is nested in unc-7,R07D5.1
C11G10.3 is nested in unc-7,R07D5.1
C11G10.2 is nested in unc-7,R07D5.1
C11G10.4 is nested in unc-7,R07D5.1
R07D5.3 is nested in unc-7,R07D5.1
R07D5.5 is nested in unc-7,R07D5.1
R07D5.4 is nested in unc-7,R07D5.1
R07D5.7 is nested in unc-7,R07D5.1
R07D5.6 is nested in unc-7,R07D5.1
R07D5.8 is nested in unc-7,R07D5.1
C10E2.7 is nested in mct-6,C10E2.6
W01C8.8 is nested in set-20,W01C8.4
T08D2.11 is nested in T08D2.8
F01E11.11 is nested in F01E11.3
21ur-10974,F48E3.10 is nested in F48E3.8
C43C3.9 is nested in npr-18,C43C3.2
C43C3.5 is nested in npr-18,C43C3.2
F01E11.19 is nested in F01E11.18
21ur-15005,F11A1.10 is nested in daf-12,F11A1.3
F11A1.12 is nested in daf-12,F11A1.3
F11A1.2 is nested in daf-12,F11A1.3
F11A1.13 is nested in daf-12,F11A1.3
F11A1.14 is nested in daf-12,F11A1.3
ZK867.21 is nested in syd-9,ZK867.1
ZK867.6 is nested in syd-9,ZK867.1
ZK867.4 is nested in syd-9,ZK867.1
ZK867.12 is nested in syd-9,ZK867.1
T13H2.6 is nested in pqn-65,T13H2.4
T13H2.8 is nested in pqn-65,T13H2.4
21ur-13421,T05A10.7 is nested in plc-1,F31B12.1
K11E4.7 is nested in pix-1,K11E4.4
K11E4.t4 is nested in K11E4.7
K11E4.8 is nested in K11E4.6
K11E4.9 is nested in pix-1,K11E4.4
K11E4.t5 is nested in K11E4.9
F11D5.30 is nested in ddr-2,F11D5.3
F11D5.27 is nested in ddr-2,F11D5.3
F11D5.24 is nested in ddr-2,F11D5.3
F11D5.23 is nested in ddr-2,F11D5.3
F11D5.21 is nested in ddr-2,F11D5.3
F11D5.20 is nested in ddr-2,F11D5.3
F11D5.14 is nested in ddr-2,F11D5.3
F11D5.33 is nested in ddr-2,F11D5.3
C53B7.12 is nested in rig-3,C53B7.1
flp-3,W07E11.2 is nested in W07E11.1
C48C5.t4 is nested in C48C5.7
21ur-13976,T03G11.11 is nested in mans-3,T03G11.4
ZK816.9 is nested in ZK816.8
C34E11.13 is nested in C34E11.2
C34E11.11 is nested in C34E11.2
ZK867.23 is nested in spp-22,ZK867.3
T03G6.4 is nested in T03G6.3
C09B7.12 is nested in ser-7,C09B7.1
sup-33,D1073.t1 is nested in trk-1,D1073.1
sup-28,C48C5.t6 is nested in trk-1,D1073.1
D1073.2 is nested in trk-1,D1073.1
D1073.3 is nested in trk-1,D1073.1
F52E10.t4 is nested in F52E10.9
F52E10.7 is nested in W10G6.5
F52E10.t5 is nested in F52E10.7
F52E10.t1 is nested in F52E10.6
C33A11.t1 is nested in C33A11.2
mir-5592.2,F55F3.11 is nested in aakb-1,F55F3.1
mir-5592.1,F55F3.10 is nested in aakb-1,F55F3.1
R09G11.3 is nested in nhr-1,R09G11.2
T10A3.5 is nested in unc-10,T10A3.1
T10A3.2 is nested in unc-10,T10A3.1
T21B6.10 is nested in dgn-1,T21B6.1
H35N09.t1 is nested in H35N09.4
T21B6.14 is nested in T21B6.9
T21B6.15 is nested in T21B6.3
C02C6.6 is nested in C02C6.8
C02C6.4 is nested in olrn-1,C02C6.2
K09E2.3 is nested in K09E2.2
F25F6.t1 is nested in F25F6.3
F25F6.t2 is nested in mltn-13,F25F6.1
F19D8.8 is nested in twk-23,F19D8.1
F45B8.6 is nested in pag-3,F45B8.4
F20D1.18 is nested in F20D1.9
mir-1829.2,F20D1.11 is nested in F20D1.3
T19D7.10 is nested in T19D7.5
T19D7.11 is nested in ifc-2,M6.1
F14F3.11 is nested in vab-3,F14F3.1
F14F3.10 is nested in vab-3,F14F3.1
F14F3.7 is nested in vab-3,F14F3.1
F48E3.12 is nested in lgc-11,F48E3.7
F41E7.14 is nested in F41E7.9
ZK154.t4 is nested in ZK154.8
F35B3.8 is nested in F35B3.7
F35B3.9 is nested in F35B3.7
mir-62,T07C5.6 is nested in ugt-50,T07C5.1
K01A12.9 is nested in K01A12.3
K01A12.t3 is nested in K01A12.9
ZK154.1 is nested in ZK154.4
pgp-13,F22E10.2 is nested in nhr-27,F16H9.2
C07A12.15 is nested in C07A12.18
21ur-13312,F48C11.4 is nested in cwp-5,F48C11.2
C07A12.17 is nested in C07A12.18
mir-8196.2,C11H1.12 is nested in prx-1,C11H1.4
C11H1.9 is nested in prx-1,C11H1.4
T07F12.9 is nested in T07F12.10
F46H6.10 is nested in ncr-1,F02E8.6
F52E4.11 is nested in twk-16,F52E4.4
T24D8.10 is nested in lgc-40,T24D8.1
T20F7.3 is nested in T20F7.5
F08C6.17 is nested in adt-2,F08C6.1
F08C6.10 is nested in F08C6.15
F08C6.12 is nested in adt-2,F08C6.1
F08C6.13 is nested in adt-2,F08C6.1
F08C6.11 is nested in adt-2,F08C6.1
T19C11.1 is nested in gap-2,ZK899.8
C53C7.7 is nested in npr-10,C53C7.1
R04A9.t1 is nested in ZK1193.2
F01E11.9 is nested in F01E11.3
C44C10.14 is nested in C44C10.9
F15A8.16 is nested in F15A8.6
F15A8.14 is nested in F15A8.6
21ur-13356,F46F2.6 is nested in F46F2.5
21ur-14059,F46F2.7 is nested in F46F2.5
C04C11.16 is nested in C04C11.21
C04C11.23 is nested in linc-5,C04C11.24
T24D11.4 is nested in eat-17,T24D11.1
C02D4.9 is nested in ser-2,C02D4.2
C44C10.13 is nested in C44C10.4
C02D4.5 is nested in kin-20,F46F2.2
21ur-14382,F02D10.8 is nested in flr-1,F02D10.5
F31B9.6 is nested in npr-33,F31B9.1
21ur-13292,R03A10.7 is nested in sprr-1,R03A10.6
T25B6.t2 is nested in T25B6.10
F46G11.t1 is nested in F46G11.14
F46G11.t2 is nested in F46G11.11
C39D10.t2 is nested in C39D10.17
B0403.9 is nested in pdi-6,B0403.4
T04F8.t1 is nested in sto-4,Y71H9A.3
T21B6.8 is nested in dgn-1,T21B6.1
F14D12.8 is nested in mec-2,F14D12.4
F14D12.9 is nested in mec-2,F14D12.4
F12D9.t3 is nested in F12D9.5
F12D9.t4 is nested in stg-2,F12D9.1
F12D9.t5 is nested in F12D9.18
F12D9.t6 is nested in F12D9.13
C33D12.9 is nested in ceh-30,C33D12.7
C41G11.9 is nested in rgs-6,C41G11.3
ifa-3,F52E10.5 is nested in W10G6.5
C02H7.5 is nested in linc-166,C02H7.6
K09F5.14 is nested in K09F5.6
K09F5.8 is nested in K09F5.6
K09F5.7 is nested in K09F5.6
F11D5.25 is nested in F11D5.31
F49H12.11 is nested in acl-4,F49H12.6
F49H12.12 is nested in col-164,T21D9.1
C05E11.15 is nested in amt-1,C05E11.4
T01C1.t1 is nested in T01C1.9
K11E4.10 is nested in pix-1,K11E4.4
K11E4.t6 is nested in pix-1,K11E4.4
ZK867.7 is nested in ZK867.2
ZK867.5 is nested in spp-22,ZK867.3
C33D12.12 is nested in ceh-30,C33D12.7
C33D12.11 is nested in ceh-30,C33D12.7
T01B6.8 is nested in aakg-4,T01B6.3
T01B6.9 is nested in aakg-4,T01B6.3
K02A4.t1 is nested in K02A4.9
K02A4.t2 is nested in K02A4.4
F22E10.10 is nested in nhr-27,F16H9.2
F10D7.8 is nested in F10D7.5
C09B8.15 is nested in C09B8.3
C09B8.16 is nested in C09B8.3
C09B8.10 is nested in hsp-25,C09B8.6
C09B8.13 is nested in C09B8.3
R08E3.9 is nested in R08E3.11
R106.6 is nested in R106.5
C54D2.9 is nested in C54D2.1
F13C5.9 is nested in F13C5.3
F11D5.31 is nested in F11D5.1
C45B2.10 is nested in pak-1,C09B8.7
F16F9.13 is nested in F16F9.1
F16F9.12 is nested in F16F9.1
F16F9.14 is nested in F16F9.1
F16F9.19 is nested in F16F9.1
F16F9.18 is nested in F16F9.1
C14A11.14 is nested in cgef-1,C14A11.3
C31E10.10 is nested in tbc-19,C31E10.8
K02E10.12 is nested in syg-1,K02E10.8
K02E10.10 is nested in K02E10.1
ZK154.t1 is nested in deg-1,C47C12.6
ZK154.t2 is nested in deg-1,C47C12.6
ZK154.t5 is nested in deg-1,C47C12.6
C47C12.8 is nested in deg-1,C47C12.6
T25G12.3 is nested in dhs-30,T25G12.7
T01C8.11 is nested in got-1.2,T01C8.5
T01C8.10 is nested in got-1.2,T01C8.5
T07D1.8 is nested in fox-1,T07D1.4
F39B1.3 is nested in piki-1,F39B1.1
C06G1.t2 is nested in C06G1.11
C40C9.t1 is nested in C40C9.6
C40C9.11 is nested in C40C9.7
T04G9.8 is nested in T04G9.4
ZK678.t4 is nested in srxa-9,ZK678.4
ZK678.t5 is nested in srxa-9,ZK678.4
ZK678.t2 is nested in srxa-9,ZK678.4
ZK678.t3 is nested in ZK678.10
ZK678.t1 is nested in ZK678.11
ZK563.t1 is nested in ZK563.8
21ur-12769,C04C11.4 is nested in dyc-1,C33G3.1
Y60A9A.5 is nested in Y60A9.1
F22F1.t3 is nested in F22F1.5
T23F2.12 is nested in bus-8,T23F2.1
F32A6.9 is nested in sto-2,F32A6.5
F32A6.7 is nested in sto-2,F32A6.5
cTel7X.1 is nested in CE7X_3.1
F49E2.8 is nested in F49E2.2
F22F1.t9 is nested in F22F1.7
21ur-15001,F49E2.6 is nested in F49E2.2
C25F6.t4 is nested in C25F6.23
R01E6.16 is nested in glb-20,R01E6.6
F16H9.6 is nested in rgs-2,F16H9.1
F16H9.5 is nested in rgs-2,F16H9.1
F16H9.4 is nested in rgs-2,F16H9.1
C25F6.30 is nested in ddr-1,C25F6.4
ZC53.9 is nested in ZC53.4
ZC53.8 is nested in ZC53.4
ZC53.13 is nested in ZC53.4
ZC53.17 is nested in ZC53.4
ZC53.20 is nested in ZC53.4
ZC53.21 is nested in ZC53.4
ZC53.11 is nested in ZC53.4
ZC53.10 is nested in ZC53.4
ZC53.12 is nested in ZC53.4
ZC53.16 is nested in ZC53.4
ZC53.19 is nested in ZC53.4
ZC53.18 is nested in ZC53.4
ZC53.15 is nested in ZC53.4
ZC53.14 is nested in ZC53.4
C11G6.5 is nested in nhr-28,C11G6.4
F19G12.14 is nested in F19G12.10
F19G12.12 is nested in abu-2,F19G12.7
F19G12.13 is nested in abu-2,F19G12.7
K01A12.t2 is nested in K01A12.3
R09F10.17 is nested in pqn-57,R09F10.7
R09F10.18 is nested in pqn-57,R09F10.7
K01A12.t5 is nested in K01A12.3
C07B5.9 is nested in gap-2,ZK899.8
nlp-45,T01B6.4 is nested in T01B6.1
R07E4.7 is nested in kin-2,R07E4.6
R07E4.9 is nested in kin-2,R07E4.6
R07E4.8 is nested in kin-2,R07E4.6
C54D2.15 is nested in C54D2.1
C54D2.17 is nested in C54D2.1
C17H11.8 is nested in C17H11.6
F45E1.13 is nested in sdpn-1,F45E1.7
F45E1.9 is nested in sdpn-1,F45E1.7
21ur-14750,R106.3 is nested in npr-24,R106.2
mir-56,F09A5.8 is nested in F09A5.3
F11D5.19 is nested in F11D5.28
R08E3.7 is nested in ztf-16,R08E3.4
R08E3.6 is nested in ztf-16,R08E3.4
F13D11.9 is nested in F13D11.22
C16E9.23 is nested in C16E9.1
T22E5.13 is nested in T22E5.7
T22E5.11 is nested in T22E5.7
T22E5.15 is nested in T22E5.7
K02A4.8 is nested in bcat-1,K02A4.1
C33D3.2 is nested in C33D3.5
21ur-12708,F22H10.8 is nested in F22H10.6
F35A5.t1 is nested in F35A5.10
anr-16,F29G6.5 is nested in sdc-2,C35C5.1
F52B10.8 is nested in F52B10.22
R01H5.t1 is nested in R01H5.2
F56E3.6 is nested in fax-1,F56E3.4
F18H3.6 is nested in pab-2,F18H3.3
F18H3.7 is nested in F18H3.4
pqn-36,F39D8.1 is nested in psa-3,F39D8.2
21ur-10165,R03E9.5 is nested in abts-4,R03E9.3
R03E9.8 is nested in abts-4,R03E9.3
C03A3.t1 is nested in C03A3.8
M03B6.3 is nested in M03B6.4
T27A8.6 is nested in cpd-2,T27A8.1
K04G11.7 is nested in irk-3,K04G11.5
K04G11.1 is nested in sel-7,K04G11.2
F47F2.9 is nested in F47F2.1
ZK402.6 is nested in ZK402.1
F47F2.2 is nested in F47F2.1
F47F2.7 is nested in F47F2.1
F47F2.5 is nested in F47F2.1
F47F2.6 is nested in F47F2.1
F47F2.10 is nested in F47F2.1
K08B5.t2 is nested in K08B5.1
K08B5.t1 is nested in K08B5.2
C56G3.t1 is nested in C56G3.3
F11C7.8 is nested in crb-1,F11C7.4
H05G16.2 is nested in frm-3,H05G16.1
M79.9 is nested in abl-1,M79.1
M79.6 is nested in abl-1,M79.1
M79.7 is nested in abl-1,M79.1
M79.5 is nested in abl-1,M79.1
C06G1.t1 is nested in C06G1.1
F39D8.7 is nested in nas-13,F39D8.4
F39D8.5 is nested in nas-13,F39D8.4
K10C2.10 is nested in K10C2.2
K10C2.11 is nested in K10C2.2
C42D8.13 is nested in apl-1,C42D8.8
R02E12.9 is nested in hrg-1,R02E12.6
F59C12.t3 is nested in F59C12.11
C02B4.t2 is nested in C02B4.8
C02B4.8 is nested in nhr-17,C02B4.2
C02B4.9 is nested in C02B4.6
21ur-11587,F46H6.6 is nested in dgk-2,F46H6.2
C36C9.t3 is nested in C36C9.6
C36C9.t1 is nested in C36C9.4
F40E10.13 is nested in F40E10.5
T06H11.21 is nested in unc-58,T06H11.1
F56F10.10 is nested in lgl-1,F56F10.4
F56F10.t1 is nested in lgl-1,F56F10.4
C05E11.18 is nested in C05E11.7
C05E11.13 is nested in C05E11.7
21ur-13848,F18G5.7 is nested in lgc-4,F18G5.4
F18G5.8 is nested in lgc-4,F18G5.4
F18G5.10 is nested in lgc-4,F18G5.4
F18G5.t1 is nested in lgc-4,F18G5.4
F18G5.t2 is nested in lgc-4,F18G5.4
F55F3.9 is nested in nkb-3,F55F3.3
21ur-15536,F42G10.3 is nested in F19C6.4
H30A04.12 is nested in eat-20,H30A04.1
H30A04.10 is nested in eat-20,H30A04.1
21ur-15592,K09E2.5 is nested in rig-1,K09E2.4
T10B10.t1 is nested in T10B10.13
T14G12.9 is nested in fkh-2,T14G12.4
21ur-13267,F09E10.12 is nested in dhs-25,F09E10.3
F09F9.14 is nested in F09F9.4
T18D3.12 is nested in T18D3.7
M163.t2 is nested in M163.20
F38B6.13 is nested in F38B6.6
F38B6.14 is nested in F38B6.6
K11E4.11 is nested in K11E4.1
K11E4.t1 is nested in K11E4.11
21ur-14791,R04B3.5 is nested in R04B3.3
T19D2.5 is nested in linc-112,T19D2.12
T19D2.7 is nested in linc-112,T19D2.12
F11C1.11 is nested in nhr-25,F11C1.6
F11C1.9 is nested in F11C1.10
F11C1.15 is nested in nhr-25,F11C1.6
K03C7.9 is nested in fkh-9,K03C7.2
K03C7.14 is nested in fkh-9,K03C7.2
K03C7.15 is nested in fkh-9,K03C7.2
K03C7.13 is nested in fkh-9,K03C7.2
K03C7.10 is nested in fkh-9,K03C7.2
F11C1.16 is nested in nhr-25,F11C1.6
T01B4.t3 is nested in twk-21,T01B4.1
F17A2.15 is nested in srd-40,F17A2.12
C44H4.10 is nested in sym-1,C44H4.3
sym-1,C44H4.3 is nested in C44H4.4
C25B8.9 is nested in C25B8.8
T01B4.t4 is nested in twk-21,T01B4.1
C41A3.7 is nested in pks-1,C41A3.1
C14F11.11 is nested in C14F11.20
C41A3.6 is nested in pks-1,C41A3.1
21ur-14109,C18B12.8 is nested in C18B12.1
F52H2.14 is nested in aat-3,F52H2.2
F52H2.11 is nested in aat-3,F52H2.2
F52H2.t1 is nested in aat-3,F52H2.2
21ur-15024,K10B3.11 is nested in gpcp-1,K10B3.6
21ur-15146,F53B3.7 is nested in F53B3.5
C39D10.16 is nested in cca-1,C54D2.5
F41E7.15 is nested in F41E7.7
F41E7.16 is nested in F41E7.7
F41E7.11 is nested in F41E7.7
F41E7.12 is nested in F41E7.7
F41E7.18 is nested in F41E7.7
21ur-12216,C33G3.7 is nested in dyc-1,C33G3.1
C33G3.10 is nested in dyc-1,C33G3.1
C33G3.11 is nested in dyc-1,C33G3.1
C33G3.13 is nested in dyc-1,C33G3.1
C33G3.t3 is nested in dyc-1,C33G3.1
C33G3.t1 is nested in dyc-1,C33G3.1
T06H11.t3 is nested in T06H11.18
C39B10.10 is nested in lgc-41,C39B10.2
C39B10.11 is nested in lgc-41,C39B10.2
T06H11.t2 is nested in T06H11.17
F28B4.6 is nested in rgl-1,F28B4.2
F28B4.5 is nested in rgl-1,F28B4.2
K04G11.8 is nested in sel-7,K04G11.2
F28B4.9 is nested in rgl-1,F28B4.2
C17H11.10 is nested in C17H11.6
C06G1.12 is nested in ain-1,C06G1.4
E01H11.6 is nested in pkc-2,E01H11.1
F08B12.7 is nested in prmn-1,F08B12.1
F08B12.6 is nested in prmn-1,F08B12.1
F08B12.9 is nested in prmn-1,F08B12.1
F08B12.8 is nested in prmn-1,F08B12.1
